GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,NAME_E,AL5ME001,AL5ME002,AL5ME003,AMEME001,NAME_M,AL5MM001,AL5MM002,AL5MM003,AMEMM001
"G5600270","2015-2019","WY",,,"Wyoming","56","Niobrara County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56027",,"Niobrara County, Wyoming",2422,2415,7,0.4727,"Niobrara County, Wyoming",0,12,12,0.0442
"G5600290","2015-2019","WY",,,"Wyoming","56","Park County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56029",,"Park County, Wyoming",29148,28430,718,0.4373,"Park County, Wyoming",0,230,230,0.0378
"G5600310","2015-2019","WY",,,"Wyoming","56","Platte County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56031",,"Platte County, Wyoming",8582,8325,257,0.4606,"Platte County, Wyoming",0,150,150,0.0724
"G5600330","2015-2019","WY",,,"Wyoming","56","Sheridan County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56033",,"Sheridan County, Wyoming",30140,29528,612,0.4313,"Sheridan County, Wyoming",0,162,162,0.0222
"G5600350","2015-2019","WY",,,"Wyoming","56","Sublette County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56035",,"Sublette County, Wyoming",9880,9450,430,0.3964,"Sublette County, Wyoming",0,178,178,0.0524
"G5600370","2015-2019","WY",,,"Wyoming","56","Sweetwater County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56037",,"Sweetwater County, Wyoming",43521,41488,2033,0.4065,"Sweetwater County, Wyoming",0,387,387,0.0191
"G5600390","2015-2019","WY",,,"Wyoming","56","Teton County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56039",,"Teton County, Wyoming",23280,20538,2742,0.5003,"Teton County, Wyoming",0,406,406,0.0363
"G5600410","2015-2019","WY",,,"Wyoming","56","Uinta County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56041",,"Uinta County, Wyoming",20479,19885,594,0.3861,"Uinta County, Wyoming",0,176,176,0.0191
"G5600430","2015-2019","WY",,,"Wyoming","56","Washakie County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56043",,"Washakie County, Wyoming",8027,7902,125,0.3868,"Washakie County, Wyoming",0,100,100,0.0297
"G5600450","2015-2019","WY",,,"Wyoming","56","Weston County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56045",,"Weston County, Wyoming",7049,6929,120,0.4119,"Weston County, Wyoming",0,66,66,0.0277
"G7200010","2015-2019","PR",,,"Puerto Rico","72","Adjuntas Municipio","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72001",,"Adjuntas Municipio, Puerto Rico",,,,0.5028,"Adjuntas Municipio, Puerto Rico",,,,0.0279
"G7200030","2015-2019","PR",,,"Puerto Rico","72","Aguada Municipio","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72003",,"Aguada Municipio, Puerto Rico",,,,0.5011,"Aguada Municipio, Puerto Rico",,,,0.0195
"G7200050","2015-2019","PR",,,"Puerto Rico","72","Aguadilla Municipio","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72005",,"Aguadilla Municipio, Puerto Rico",,,,0.5604,"Aguadilla Municipio, Puerto Rico",,,,0.0234
"G7200070","2015-2019","PR",,,"Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72007",,"Aguas Buenas Municipio, Puerto Rico",,,,0.5183,"Aguas Buenas Municipio, Puerto Rico",,,,0.0370
"G7200090","2015-2019","PR",,,"Puerto Rico","72","Aibonito Municipio","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72009",,"Aibonito Municipio, Puerto Rico",,,,0.4769,"Aibonito Municipio, Puerto Rico",,,,0.0348
"G7200110","2015-2019","PR",,,"Puerto Rico","72","Añasco Municipio","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72011",,"Añasco Municipio, Puerto Rico",,,,0.4884,"Añasco Municipio, Puerto Rico",,,,0.0288
"G7200130","2015-2019","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72013",,"Arecibo Municipio, Puerto Rico",,,,0.5060,"Arecibo Municipio, Puerto Rico",,,,0.0174
"G7200150","2015-2019","PR",,,"Puerto Rico","72","Arroyo Municipio","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72015",,"Arroyo Municipio, Puerto Rico",,,,0.4681,"Arroyo Municipio, Puerto Rico",,,,0.0333
"G7200170","2015-2019","PR",,,"Puerto Rico","72","Barceloneta Municipio","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72017",,"Barceloneta Municipio, Puerto Rico",,,,0.4960,"Barceloneta Municipio, Puerto Rico",,,,0.0279
"G7200190","2015-2019","PR",,,"Puerto Rico","72","Barranquitas Municipio","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72019",,"Barranquitas Municipio, Puerto Rico",,,,0.4964,"Barranquitas Municipio, Puerto Rico",,,,0.0381
"G7200210","2015-2019","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72021",,"Bayamón Municipio, Puerto Rico",,,,0.4931,"Bayamón Municipio, Puerto Rico",,,,0.0100
"G7200230","2015-2019","PR",,,"Puerto Rico","72","Cabo Rojo Municipio","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72023",,"Cabo Rojo Municipio, Puerto Rico",,,,0.5436,"Cabo Rojo Municipio, Puerto Rico",,,,0.0317
"G7200250","2015-2019","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72025",,"Caguas Municipio, Puerto Rico",,,,0.5277,"Caguas Municipio, Puerto Rico",,,,0.0183
"G7200270","2015-2019","PR",,,"Puerto Rico","72","Camuy Municipio","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72027",,"Camuy Municipio, Puerto Rico",,,,0.5307,"Camuy Municipio, Puerto Rico",,,,0.0358
"G7200290","2015-2019","PR",,,"Puerto Rico","72","Canóvanas Municipio","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72029",,"Canóvanas Municipio, Puerto Rico",,,,0.5458,"Canóvanas Municipio, Puerto Rico",,,,0.0272
"G7200310","2015-2019","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72031",,"Carolina Municipio, Puerto Rico",,,,0.4901,"Carolina Municipio, Puerto Rico",,,,0.0128
"G7200330","2015-2019","PR",,,"Puerto Rico","72","Cataño Municipio","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72033",,"Cataño Municipio, Puerto Rico",,,,0.5637,"Cataño Municipio, Puerto Rico",,,,0.0182
"G7200350","2015-2019","PR",,,"Puerto Rico","72","Cayey Municipio","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72035",,"Cayey Municipio, Puerto Rico",,,,0.5059,"Cayey Municipio, Puerto Rico",,,,0.0208
"G7200370","2015-2019","PR",,,"Puerto Rico","72","Ceiba Municipio","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72037",,"Ceiba Municipio, Puerto Rico",,,,0.5156,"Ceiba Municipio, Puerto Rico",,,,0.0651
"G7200390","2015-2019","PR",,,"Puerto Rico","72","Ciales Municipio","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72039",,"Ciales Municipio, Puerto Rico",,,,0.5226,"Ciales Municipio, Puerto Rico",,,,0.0648
"G7200410","2015-2019","PR",,,"Puerto Rico","72","Cidra Municipio","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72041",,"Cidra Municipio, Puerto Rico",,,,0.5089,"Cidra Municipio, Puerto Rico",,,,0.0179
"G7200430","2015-2019","PR",,,"Puerto Rico","72","Coamo Municipio","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72043",,"Coamo Municipio, Puerto Rico",,,,0.5038,"Coamo Municipio, Puerto Rico",,,,0.0222
"G7200450","2015-2019","PR",,,"Puerto Rico","72","Comerío Municipio","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72045",,"Comerío Municipio, Puerto Rico",,,,0.5113,"Comerío Municipio, Puerto Rico",,,,0.0264
"G7200470","2015-2019","PR",,,"Puerto Rico","72","Corozal Municipio","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72047",,"Corozal Municipio, Puerto Rico",,,,0.5241,"Corozal Municipio, Puerto Rico",,,,0.0252
"G7200490","2015-2019","PR",,,"Puerto Rico","72","Culebra Municipio","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72049",,"Culebra Municipio, Puerto Rico",,,,0.4674,"Culebra Municipio, Puerto Rico",,,,0.0574
"G7200510","2015-2019","PR",,,"Puerto Rico","72","Dorado Municipio","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72051",,"Dorado Municipio, Puerto Rico",,,,0.5472,"Dorado Municipio, Puerto Rico",,,,0.0341
"G7200530","2015-2019","PR",,,"Puerto Rico","72","Fajardo Municipio","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72053",,"Fajardo Municipio, Puerto Rico",,,,0.5450,"Fajardo Municipio, Puerto Rico",,,,0.0443
"G7200540","2015-2019","PR",,,"Puerto Rico","72","Florida Municipio","054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72054",,"Florida Municipio, Puerto Rico",,,,0.4362,"Florida Municipio, Puerto Rico",,,,0.0388
"G7200550","2015-2019","PR",,,"Puerto Rico","72","Guánica Municipio","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72055",,"Guánica Municipio, Puerto Rico",,,,0.5130,"Guánica Municipio, Puerto Rico",,,,0.0384
"G7200570","2015-2019","PR",,,"Puerto Rico","72","Guayama Municipio","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72057",,"Guayama Municipio, Puerto Rico",,,,0.5098,"Guayama Municipio, Puerto Rico",,,,0.0273
"G7200590","2015-2019","PR",,,"Puerto Rico","72","Guayanilla Municipio","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72059",,"Guayanilla Municipio, Puerto Rico",,,,0.4556,"Guayanilla Municipio, Puerto Rico",,,,0.0248
"G7200610","2015-2019","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72061",,"Guaynabo Municipio, Puerto Rico",,,,0.5739,"Guaynabo Municipio, Puerto Rico",,,,0.0148
"G7200630","2015-2019","PR",,,"Puerto Rico","72","Gurabo Municipio","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72063",,"Gurabo Municipio, Puerto Rico",,,,0.5402,"Gurabo Municipio, Puerto Rico",,,,0.0414
"G7200650","2015-2019","PR",,,"Puerto Rico","72","Hatillo Municipio","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72065",,"Hatillo Municipio, Puerto Rico",,,,0.5043,"Hatillo Municipio, Puerto Rico",,,,0.0266
"G7200670","2015-2019","PR",,,"Puerto Rico","72","Hormigueros Municipio","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72067",,"Hormigueros Municipio, Puerto Rico",,,,0.5166,"Hormigueros Municipio, Puerto Rico",,,,0.0538
"G7200690","2015-2019","PR",,,"Puerto Rico","72","Humacao Municipio","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72069",,"Humacao Municipio, Puerto Rico",,,,0.5459,"Humacao Municipio, Puerto Rico",,,,0.0383
"G7200710","2015-2019","PR",,,"Puerto Rico","72","Isabela Municipio","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72071",,"Isabela Municipio, Puerto Rico",,,,0.5091,"Isabela Municipio, Puerto Rico",,,,0.0219
"G7200730","2015-2019","PR",,,"Puerto Rico","72","Jayuya Municipio","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72073",,"Jayuya Municipio, Puerto Rico",,,,0.5037,"Jayuya Municipio, Puerto Rico",,,,0.0439
"G7200750","2015-2019","PR",,,"Puerto Rico","72","Juana Díaz Municipio","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72075",,"Juana Díaz Municipio, Puerto Rico",,,,0.5044,"Juana Díaz Municipio, Puerto Rico",,,,0.0303
"G7200770","2015-2019","PR",,,"Puerto Rico","72","Juncos Municipio","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72077",,"Juncos Municipio, Puerto Rico",,,,0.5028,"Juncos Municipio, Puerto Rico",,,,0.0270
"G7200790","2015-2019","PR",,,"Puerto Rico","72","Lajas Municipio","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72079",,"Lajas Municipio, Puerto Rico",,,,0.5283,"Lajas Municipio, Puerto Rico",,,,0.0332
"G7200810","2015-2019","PR",,,"Puerto Rico","72","Lares Municipio","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72081",,"Lares Municipio, Puerto Rico",,,,0.5357,"Lares Municipio, Puerto Rico",,,,0.0369
"G7200830","2015-2019","PR",,,"Puerto Rico","72","Las Marías Municipio","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72083",,"Las Marías Municipio, Puerto Rico",,,,0.5244,"Las Marías Municipio, Puerto Rico",,,,0.0427
"G7200850","2015-2019","PR",,,"Puerto Rico","72","Las Piedras Municipio","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72085",,"Las Piedras Municipio, Puerto Rico",,,,0.5011,"Las Piedras Municipio, Puerto Rico",,,,0.0254
"G7200870","2015-2019","PR",,,"Puerto Rico","72","Loíza Municipio","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72087",,"Loíza Municipio, Puerto Rico",,,,0.4922,"Loíza Municipio, Puerto Rico",,,,0.0188
"G7200890","2015-2019","PR",,,"Puerto Rico","72","Luquillo Municipio","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72089",,"Luquillo Municipio, Puerto Rico",,,,0.4744,"Luquillo Municipio, Puerto Rico",,,,0.0276
"G7200910","2015-2019","PR",,,"Puerto Rico","72","Manatí Municipio","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72091",,"Manatí Municipio, Puerto Rico",,,,0.5234,"Manatí Municipio, Puerto Rico",,,,0.0212
"G7200930","2015-2019","PR",,,"Puerto Rico","72","Maricao Municipio","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72093",,"Maricao Municipio, Puerto Rico",,,,0.4841,"Maricao Municipio, Puerto Rico",,,,0.0396
"G7200950","2015-2019","PR",,,"Puerto Rico","72","Maunabo Municipio","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72095",,"Maunabo Municipio, Puerto Rico",,,,0.4151,"Maunabo Municipio, Puerto Rico",,,,0.0357
"G7200970","2015-2019","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72097",,"Mayagüez Municipio, Puerto Rico",,,,0.6147,"Mayagüez Municipio, Puerto Rico",,,,0.0189
"G7200990","2015-2019","PR",,,"Puerto Rico","72","Moca Municipio","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72099",,"Moca Municipio, Puerto Rico",,,,0.5831,"Moca Municipio, Puerto Rico",,,,0.0503
"G7201010","2015-2019","PR",,,"Puerto Rico","72","Morovis Municipio","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72101",,"Morovis Municipio, Puerto Rico",,,,0.4506,"Morovis Municipio, Puerto Rico",,,,0.0247
"G7201030","2015-2019","PR",,,"Puerto Rico","72","Naguabo Municipio","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72103",,"Naguabo Municipio, Puerto Rico",,,,0.4396,"Naguabo Municipio, Puerto Rico",,,,0.0306
"G7201050","2015-2019","PR",,,"Puerto Rico","72","Naranjito Municipio","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72105",,"Naranjito Municipio, Puerto Rico",,,,0.4886,"Naranjito Municipio, Puerto Rico",,,,0.0265
"G7201070","2015-2019","PR",,,"Puerto Rico","72","Orocovis Municipio","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72107",,"Orocovis Municipio, Puerto Rico",,,,0.5376,"Orocovis Municipio, Puerto Rico",,,,0.0378
"G7201090","2015-2019","PR",,,"Puerto Rico","72","Patillas Municipio","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72109",,"Patillas Municipio, Puerto Rico",,,,0.5077,"Patillas Municipio, Puerto Rico",,,,0.0467
"G7201110","2015-2019","PR",,,"Puerto Rico","72","Peñuelas Municipio","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72111",,"Peñuelas Municipio, Puerto Rico",,,,0.5109,"Peñuelas Municipio, Puerto Rico",,,,0.0342
"G7201130","2015-2019","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72113",,"Ponce Municipio, Puerto Rico",,,,0.5720,"Ponce Municipio, Puerto Rico",,,,0.0110
"G7201150","2015-2019","PR",,,"Puerto Rico","72","Quebradillas Municipio","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72115",,"Quebradillas Municipio, Puerto Rico",,,,0.5081,"Quebradillas Municipio, Puerto Rico",,,,0.0566
"G7201170","2015-2019","PR",,,"Puerto Rico","72","Rincón Municipio","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72117",,"Rincón Municipio, Puerto Rico",,,,0.4948,"Rincón Municipio, Puerto Rico",,,,0.0326
"G7201190","2015-2019","PR",,,"Puerto Rico","72","Río Grande Municipio","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72119",,"Río Grande Municipio, Puerto Rico",,,,0.4762,"Río Grande Municipio, Puerto Rico",,,,0.0205
"G7201210","2015-2019","PR",,,"Puerto Rico","72","Sabana Grande Municipio","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72121",,"Sabana Grande Municipio, Puerto Rico",,,,0.4856,"Sabana Grande Municipio, Puerto Rico",,,,0.0283
"G7201230","2015-2019","PR",,,"Puerto Rico","72","Salinas Municipio","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72123",,"Salinas Municipio, Puerto Rico",,,,0.4753,"Salinas Municipio, Puerto Rico",,,,0.0236
"G7201250","2015-2019","PR",,,"Puerto Rico","72","San Germán Municipio","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72125",,"San Germán Municipio, Puerto Rico",,,,0.5532,"San Germán Municipio, Puerto Rico",,,,0.0382
"G7201270","2015-2019","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72127",,"San Juan Municipio, Puerto Rico",,,,0.6194,"San Juan Municipio, Puerto Rico",,,,0.0109
"G7201290","2015-2019","PR",,,"Puerto Rico","72","San Lorenzo Municipio","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72129",,"San Lorenzo Municipio, Puerto Rico",,,,0.4967,"San Lorenzo Municipio, Puerto Rico",,,,0.0277
"G7201310","2015-2019","PR",,,"Puerto Rico","72","San Sebastián Municipio","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72131",,"San Sebastián Municipio, Puerto Rico",,,,0.5475,"San Sebastián Municipio, Puerto Rico",,,,0.0430
"G7201330","2015-2019","PR",,,"Puerto Rico","72","Santa Isabel Municipio","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72133",,"Santa Isabel Municipio, Puerto Rico",,,,0.4927,"Santa Isabel Municipio, Puerto Rico",,,,0.0277
